Date,Team,Acquired,Relinquished,Notes
2013-12-10,Pistons,Chauncey Billups,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-10,Spurs,,Tiago Splitter,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-10,Spurs,Malcolm Thomas ,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-10,Thunder,,Thabo Sefolosha,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-10,Thunder,Andre Roberson,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-11,76ers,,Michael Carter-Williams,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-11,Bobcats,,Bismack Biyombo,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-11,Bucks,,Caron Butler,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-11,Bucks,,Gary Neal,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-11,Bucks,,Zaza Pachulia,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-11,Bulls,,Luol Deng,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-11,Celtics,,Kelly Olynyk,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-11,Celtics,,Kris Humphries,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-11,Clippers,,J.J. Redick,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-11,Clippers,,Matt Barnes,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-11,Clippers,,Reggie Bullock,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-11,Grizzlies,,Ed Davis ,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-11,Grizzlies,,Quincy Pondexter,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-11,Grizzlies,,Tony Allen,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-11,Jazz,,Ian Clark,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-11,Jazz,,Mike Harris,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-11,Jazz,Derrick Favors,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-11,Jazz,Marvin Williams,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-11,Kings,,Aaron Gray,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-11,Kings,,Quincy Acy,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-11,Kings,,Rudy Gay,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-11,Knicks,,Raymond Felton,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-11,Pistons,,Chauncey Billups,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-11,Pistons,Rodney Stuckey,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-11,Warriors,,Jermaine O'Neal,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-12,Clippers,,Matt Barnes,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-12,Lakers,,Steve Blake,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-12,Rockets,,Greg Smith ,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-12,Rockets,,Omer Asik,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-13,76ers,,Michael Carter-Williams,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-13,Bucks,,Caron Butler,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-13,Bucks,,Zaza Pachulia,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-13,Bulls,,Luol Deng,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-13,Bulls,,Mike James ,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-13,Bulls,Jimmy Butler,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-13,Celtics,,Kris Humphries,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-13,Grizzlies,,Quincy Pondexter,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-13,Hawks,,Gustavo Ayon,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-13,Knicks,,Raymond Felton,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-13,Lakers,,Jordan Farmar,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-13,Lakers,,Steve Blake,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-13,Magic,,Solomon Jones,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-13,Magic,Tobias Harris,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-13,Nets,,Brook Lopez,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-13,Pistons,,Peyton Siva,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-13,Pistons,Chauncey Billups,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-13,Raptors,,Austin Daye,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-13,Raptors,,Chuck Hayes,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-13,Raptors,,Landry Fields,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-13,Raptors,Tyler Hansbrough,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-13,Rockets,,Greg Smith ,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-13,Spurs,,Aron Baynes,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-13,Wizards,,Nene Hilario ,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-13,Warriors,,Jermaine O'Neal,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-13,Hawks,John Jenkins,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-13,Lakers,Ryan Kelly,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-13,Warriors,,Jermaine O'Neal,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-14,76ers,,Michael Carter-Williams,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-14,Bucks,,Carlos Delfino,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-14,Bucks,,Caron Butler,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-14,Bucks,,Zaza Pachulia,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-14,Bulls,,Kirk Hinrich,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-14,Cavaliers,,Tyler Zeller,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-14,Cavaliers,Henry Sims,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-14,Clippers,,Matt Barnes,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-14,Jazz,Mike Harris,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-14,Knicks,,Kenyon Martin,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-14,Knicks,,Raymond Felton,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-14,Lakers,,Jordan Farmar,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-14,Lakers,,Steve Blake,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-14,Mavericks,,Dirk Nowitzki,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-14,Mavericks,Brandan Wright,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-14,Raptors,,Julyan Stone,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-14,Raptors,Austin Daye,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-14,Spurs,,Malcolm Thomas ,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-14,Wizards,,Nene Hilario ,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-14,Jazz,,Rudy Gobert,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-15,Cavaliers,Will Bynum,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-15,Grizzlies,,Quincy Pondexter,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-15,Pelicans,,Tyreke Evans,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-15,Pistons,,Tony Mitchell ,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2013-12-15,Rockets,,Jeremy Lin,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
